id,set,type,title,level,question_text,definition,sentence,opt1,opt2,opt3,opt4,correct_answer,explanation,example1,example2,example3,example4,usage1,tip
504,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 27",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
505,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 28",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
506,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 29",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
507,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 30",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
508,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 31",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
509,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 32",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
510,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 33",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
511,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 34",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
512,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 35",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
513,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 36",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
514,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 37",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
515,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 38",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
516,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 39",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
517,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 40",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
518,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 41",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
519,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 42",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
520,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 43",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
521,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 44",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
522,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 45",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
523,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 46",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
524,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 47",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
525,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 48",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
526,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 49",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
527,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 50",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
528,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 51",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
529,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 52",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
530,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 53",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
531,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 54",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
532,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 55",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
533,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 56",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
534,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 57",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
535,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 58",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
536,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 59",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
537,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 60",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
538,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 61",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
539,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 62",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
540,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 63",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
541,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 64",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
542,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 65",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
543,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 66",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
544,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 67",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
545,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 68",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
546,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 69",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
547,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 70",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
548,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 71",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
549,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 72",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
550,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 73",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
551,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 74",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
552,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 75",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
553,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 76",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
554,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 77",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
555,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 78",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
556,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 79",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
557,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 80",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
558,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 81",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
559,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 82",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
560,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 83",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
561,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 84",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
562,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 85",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
563,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 86",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
564,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 87",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
565,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 88",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
566,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 89",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
567,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 90",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
568,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 91",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
569,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 92",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
570,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 93",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
571,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 94",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
572,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 95",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
573,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 96",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
574,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 97",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
575,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 98",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
576,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 99",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
577,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 100",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
578,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 101",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
579,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 102",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
580,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 103",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
581,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 104",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
582,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 105",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
583,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 106",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
584,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 107",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
585,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 108",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
586,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 109",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
587,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 110",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
588,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 111",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
589,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 112",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
590,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 113",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
591,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 114",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
592,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 115",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
593,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 116",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
594,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 117",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
595,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 118",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
596,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 119",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
597,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 120",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
